OCORRENCIA_ANO_BAIRRO;CD_BAIRRO;NOM_BAIRRO;TOT_EQUIP_BAIRRO;FLAG_EQUIPAMENTO_BAIRRO;FLAGRANTE_BAIRRO;TOT_OPERACAO_BAIRRO;TOT_OCORR_BAIRRO;RENDI_NOM_MED_TOTAL;RENDI_NOM_MED_HOMENS;RENDI_NOM_MED_MULHERES;POP_DENSIDADE_2022;TOTAL_ALVARAS;ARE_VERDE_POR_HAB;CD_REGIONAL;NOM_REGIONAL;TOT_OCORR_REGIONAL;QTD_EQUIPAMENTOS_GMC_REGIONAL
2012;50;ABRANCHES;9;52;2;1;255524;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;4492796;5
2013;50;ABRANCHES;9;31;3;17;231495;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;5680685;5
2014;50;ABRANCHES;9;40;11;121;310156;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;5022916;5
2015;50;ABRANCHES;9;43;10;149;300235;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;5365945;5
2016;50;ABRANCHES;9;38;7;118;237888;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;4550111;5
2017;50;ABRANCHES;9;45;5;107;215819;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;4661287;5
2018;50;ABRANCHES;9;68;3;130;130;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;12058;5
2019;50;ABRANCHES;9;62;3;903;234;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;28270;5
2020;50;ABRANCHES;9;36;5;275;275;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;28270;5
2021;50;ABRANCHES;9;54;5;256;256;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;28270;5
2022;50;ABRANCHES;9;48;15;322;322;1709.45;2042.91;1342.33;13132.64;2699;28.6;4;REGIONAL BOA VISTA;28270;5
2012;9;AGUA VERDE;18;113;11;7;792728;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;3408328;5
2013;9;AGUA VERDE;18;179;27;99;986370;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;4255482;5
2014;9;AGUA VERDE;18;158;15;335;922412;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;4382464;5
2015;9;AGUA VERDE;18;200;40;584;1176760;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;4654649;5
2016;9;AGUA VERDE;18;192;24;459;925344;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;4048128;5
2017;9;AGUA VERDE;18;201;17;476;960092;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;3654804;5
2018;9;AGUA VERDE;18;153;21;542;542;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;11313;5
2019;9;AGUA VERDE;18;129;28;903;903;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;26789;5
2020;9;AGUA VERDE;18;158;41;1027;1027;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;26789;5
2021;9;AGUA VERDE;18;95;26;1040;1040;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;26789;5
2022;9;AGUA VERDE;18;79;29;886;886;4253.57;5441.33;3149.45;40150.31;18835;4.22;7;REGIONAL PORTAO;26789;5
2012;14;AHU;1;0;2;1;130780;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;12253080;9
2013;14;AHU;1;1;1;12;128832;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;15375294;9
2014;14;AHU;1;0;0;40;92644;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;15278204;9
2015;14;AHU;1;0;1;54;108810;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;15138695;9
2016;14;AHU;1;2;0;42;84672;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;11337984;9
2017;14;AHU;1;0;2;37;74629;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;13747872;9
2018;14;AHU;1;0;4;77;77;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;21187;9
2019;14;AHU;1;0;0;47;47;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;71450;9
2020;14;AHU;1;0;2;61;61;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;71450;9
2021;14;AHU;1;0;0;50;50;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;71450;9
2022;14;AHU;1;1;0;32;32;4238.62;5330.78;3186.85;9113.98;4186;21.84;1;REGIONAL MATRIZ;71450;9
2012;64;ALTO BOQUEIRAO;37;217;14;11;1024108;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;3806703;3
2013;64;ALTO BOQUEIRAO;37;228;24;122;1195722;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;4368210;3
2014;64;ALTO BOQUEIRAO;37;250;23;490;1256736;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;5010832;3
2015;64;ALTO BOQUEIRAO;37;345;23;708;1426620;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;5015334;3
2016;64;ALTO BOQUEIRAO;37;326;16;649;1308384;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;4908960;3
2017;64;ALTO BOQUEIRAO;37;335;37;688;1387696;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;4929548;3
2018;64;ALTO BOQUEIRAO;37;327;30;688;688;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;13530;3
2019;64;ALTO BOQUEIRAO;37;356;22;634;634;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;20564;3
2020;64;ALTO BOQUEIRAO;37;226;22;913;913;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;20564;3
2021;64;ALTO BOQUEIRAO;37;502;37;1204;1204;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;20564;3
2022;64;ALTO BOQUEIRAO;37;230;24;803;803;1262.61;1477.94;1023.11;1288.82;9159;233.64;2;REGIONAL BOQUEIRAO;20564;3
2012;5;ALTO DA  XV;10;30;4;2;231380;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;12253080;9
2013;5;ALTO DA  XV;10;44;5;25;322080;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;15375294;9
2014;5;ALTO DA  XV;10;27;7;186;479332;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;15278204;9
2015;5;ALTO DA  XV;10;38;11;216;435240;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;15138695;9
2016;5;ALTO DA  XV;10;54;6;198;399168;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;11337984;9
2017;5;ALTO DA  XV;10;59;11;227;457859;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;13747872;9
2018;5;ALTO DA  XV;10;33;4;199;199;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;71450;9
2019;5;ALTO DA  XV;10;34;11;192;192;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;71450;9
2020;5;ALTO DA  XV;10;97;6;363;363;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;71450;9
2021;5;ALTO DA  XV;10;14;5;335;335;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;71450;9
2022;5;ALTO DA  XV;10;4;3;160;160;3784.23;4874.65;3387.51;8018.79;5124;20.12;1;REGIONAL MATRIZ;71450;9
2012;4;ALTO DA GLORIA;4;38;2;1;255524;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;12253080;9
2013;4;ALTO DA GLORIA;4;64;10;38;342210;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;15375294;9
2014;4;ALTO DA GLORIA;4;52;6;125;310156;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;15278204;9
2015;4;ALTO DA GLORIA;4;144;13;280;564200;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;15138695;9
2016;4;ALTO DA GLORIA;4;153;10;233;469728;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;11337984;9
2017;4;ALTO DA GLORIA;4;86;1;150;302550;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;13747872;9
2018;4;ALTO DA GLORIA;4;23;4;90;90;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;21187;9
2019;4;ALTO DA GLORIA;4;48;3;129;129;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;71450;9
2020;4;ALTO DA GLORIA;4;44;6;130;130;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;71450;9
2021;4;ALTO DA GLORIA;4;54;5;184;184;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;71450;9
2022;4;ALTO DA GLORIA;4;133;8;262;262;4101.11;4610.94;3038.92;5939.77;2608;24.93;1;REGIONAL MATRIZ;71450;9
2012;55;ATUBA;13;58;5;0;241440;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;4492796;5
2013;55;ATUBA;13;124;11;47;442860;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;5680685;5
2014;55;ATUBA;13;87;1;130;328282;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;5022916;5
2015;55;ATUBA;13;56;9;132;265980;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;5365945;5
2016;55;ATUBA;13;56;6;138;278208;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;4550111;5
2017;55;ATUBA;13;63;5;121;244057;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;4661287;5
2018;55;ATUBA;13;108;4;203;203;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;21187;5
2019;55;ATUBA;13;56;5;143;143;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;28270;5
2020;55;ATUBA;13;248;12;497;497;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;28270;5
2021;55;ATUBA;13;156;6;339;339;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;28270;5
2022;55;ATUBA;13;109;9;352;352;1713.26;2070.82;1320.47;1321.88;3793;100.6;4;REGIONAL BOA VISTA;28270;5
2012;68;AUGUSTA;12;31;2;1;166996;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;2512988;5
2013;68;AUGUSTA;12;66;1;12;227469;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;3110085;5
2014;68;AUGUSTA;12;41;7;70;187302;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;3816530;5
2015;68;AUGUSTA;12;37;1;91;183365;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;4052164;5
2016;68;AUGUSTA;12;34;11;130;262080;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;11768921;5
2017;68;AUGUSTA;12;76;15;137;276329;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;3461172;5
2018;68;AUGUSTA;12;66;2;148;148;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;15885;5
2019;68;AUGUSTA;12;65;2;121;121;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;12058;5
2020;68;AUGUSTA;12;102;3;226;226;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;12058;5
2021;68;AUGUSTA;12;67;5;157;157;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;12058;5
2022;68;AUGUSTA;12;37;1;85;85;1091.75;1284.17;855.29;248.96;713;2072.48;11;REGIONAL CIC;12058;5
2012;35;BACACHERI;20;366;20;7;1034168;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;4492796;5
2013;35;BACACHERI;20;345;38;101;1018577;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;5680685;5
2014;35;BACACHERI;20;281;30;325;940538;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;5022916;5
2015;35;BACACHERI;20;313;38;493;993395;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;5365945;5
2016;35;BACACHERI;20;280;26;427;860832;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;4550111;5
2017;35;BACACHERI;20;330;26;453;913701;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;4661287;5
2018;35;BACACHERI;20;299;35;469;469;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;28270;5
2019;35;BACACHERI;20;310;22;494;494;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;28270;5
2020;35;BACACHERI;20;456;19;1057;1057;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;28270;5
2021;35;BACACHERI;20;307;22;750;750;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;28270;5
2022;35;BACACHERI;20;346;18;781;781;3016.98;3714.43;2318.2;1183.83;10153;189.01;4;REGIONAL BOA VISTA;28270;5
2012;36;BAIRRO ALTO;22;42;6;4;434592;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;4492796;5
2013;36;BAIRRO ALTO;22;83;5;70;579744;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;5680685;5
2014;36;BAIRRO ALTO;22;51;5;165;422940;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;5022916;5
2015;36;BAIRRO ALTO;22;91;6;254;511810;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;5365945;5
2016;36;BAIRRO ALTO;22;71;13;185;372960;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;4550111;5
2017;36;BAIRRO ALTO;22;104;6;205;415502;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;4661287;5
2018;36;BAIRRO ALTO;22;78;5;203;203;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;26789;5
2019;36;BAIRRO ALTO;22;91;7;231;231;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;28270;5
2020;36;BAIRRO ALTO;22;113;15;652;652;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;28270;5
2021;36;BAIRRO ALTO;22;130;18;585;585;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;28270;5
2022;36;BAIRRO ALTO;22;107;15;592;592;1555.88;1839.42;1253.86;2771.53;10561;40.2;4;REGIONAL BOA VISTA;28270;5
2012;52;BARREIRINHA;9;92;6;5;378256;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;4492796;5
2013;52;BARREIRINHA;9;139;11;52;471042;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;5680685;5
2014;52;BARREIRINHA;9;143;10;184;511556;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;5022916;5
2015;52;BARREIRINHA;9;133;15;235;473525;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;5365945;5
2016;52;BARREIRINHA;9;80;9;152;306432;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;4550111;5
2017;52;BARREIRINHA;9;104;2;171;344907;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;4661287;5
2018;52;BARREIRINHA;9;73;8;143;143;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;26789;5
2019;52;BARREIRINHA;9;87;11;175;175;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;28270;5
2020;52;BARREIRINHA;9;93;15;423;423;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;28270;5
2021;52;BARREIRINHA;9;83;5;336;336;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;28270;5
2022;52;BARREIRINHA;9;90;9;390;390;1600.64;1897.36;1308.65;2824.86;4530;105.91;4;REGIONAL BOA VISTA;28270;5
2012;10;BATEL;11;19;5;7;199188;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;12253080;9
2013;10;BATEL;11;46;6;47;416691;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;15375294;9
2014;10;BATEL;11;38;5;133;358492;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;15278204;9
2015;10;BATEL;11;65;12;206;415090;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;15138695;9
2016;10;BATEL;11;29;6;165;332640;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;11337984;9
2017;10;BATEL;11;38;17;175;352975;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;13747872;9
2018;10;BATEL;11;64;22;352;352;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;21187;9
2019;10;BATEL;11;83;12;348;348;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;71450;9
2020;10;BATEL;11;70;4;579;579;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;71450;9
2021;10;BATEL;11;99;17;694;694;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;71450;9
2022;10;BATEL;11;50;12;493;493;6187.41;8271.7;4290.79;855.17;11178;176.4;1;REGIONAL MATRIZ;71450;9
2012;11;BIGORRILHO;5;38;7;1;372220;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;12253080;9
2013;11;BIGORRILHO;5;46;18;54;521367;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;15375294;9
2014;11;BIGORRILHO;5;100;26;240;666634;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;15278204;9
2015;11;BIGORRILHO;5;75;10;319;642785;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;15138695;9
2016;11;BIGORRILHO;5;58;11;222;447552;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;11337984;9
2017;11;BIGORRILHO;5;153;10;321;647457;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;13747872;9
2018;11;BIGORRILHO;5;56;16;316;316;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;71450;9
2019;11;BIGORRILHO;5;80;15;394;394;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;71450;9
2020;11;BIGORRILHO;5;80;13;618;618;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;71450;9
2021;11;BIGORRILHO;5;55;18;574;574;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;71450;9
2022;11;BIGORRILHO;5;47;21;514;514;4952.38;6449.79;3549.69;3061.03;10619;70.69;1;REGIONAL MATRIZ;71450;9
2012;34;BOA VISTA;12;94;4;6;486904;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;4492796;5
2013;34;BOA VISTA;12;142;12;71;700524;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;5680685;5
2014;34;BOA VISTA;12;171;8;242;648508;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;5022916;5
2015;34;BOA VISTA;12;155;14;333;670995;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;5365945;5
2016;34;BOA VISTA;12;133;19;291;586656;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;4550111;5
2017;34;BOA VISTA;12;158;15;266;536522;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;4661287;5
2018;34;BOA VISTA;12;120;6;242;242;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;26789;5
2019;34;BOA VISTA;12;129;9;477;477;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;28270;5
2020;34;BOA VISTA;12;97;12;586;586;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;28270;5
2021;34;BOA VISTA;12;86;15;562;562;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;28270;5
2022;34;BOA VISTA;12;97;15;608;608;2174.57;2639.13;1721.7;4693.1;9459;38.54;4;REGIONAL BOA VISTA;28270;5
2012;13;BOM RETIRO;2;5;1;6;104624;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;12253080;9
2013;13;BOM RETIRO;2;9;1;11;128832;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;15375294;9
2014;13;BOM RETIRO;2;4;1;32;82574;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;15278204;9
2015;13;BOM RETIRO;2;13;0;47;94705;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;15138695;9
2016;13;BOM RETIRO;2;7;0;25;50400;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;11337984;9
2017;13;BOM RETIRO;2;15;1;45;90765;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;13747872;9
2018;13;BOM RETIRO;2;5;1;40;40;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;12058;9
2019;13;BOM RETIRO;2;4;1;37;37;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;71450;9
2020;13;BOM RETIRO;2;4;2;66;66;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;71450;9
2021;13;BOM RETIRO;2;12;0;97;97;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;71450;9
2022;13;BOM RETIRO;2;5;1;80;80;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;71450;9
2012;56;BOQUEIRAO;54;577;39;16;1891279;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;3806703;3
2013;56;BOQUEIRAO;54;515;39;228;2025078;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;4368210;3
2014;56;BOQUEIRAO;54;515;35;731;2034140;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;5010832;3
2015;56;BOQUEIRAO;54;669;17;1028;2071420;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;5015334;3
2016;56;BOQUEIRAO;54;794;33;1122;2261952;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;4908960;3
2017;56;BOQUEIRAO;54;884;31;1210;2440570;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;4929548;3
2018;56;BOQUEIRAO;54;656;21;1115;1115;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;15885;3
2019;56;BOQUEIRAO;54;727;41;1282;1282;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2020;56;BOQUEIRAO;54;929;66;2547;2546;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2021;56;BOQUEIRAO;54;1217;55;2616;2616;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2022;56;BOQUEIRAO;54;840;67;2176;2176;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2012;61;BUTIATUVINHA;7;19;1;2;124744;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;61;BUTIATUVINHA;7;26;3;25;177144;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;61;BUTIATUVINHA;7;36;0;105;265848;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;61;BUTIATUVINHA;7;15;2;60;120900;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;61;BUTIATUVINHA;7;15;4;74;149184;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;61;BUTIATUVINHA;7;15;2;92;185564;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;61;BUTIATUVINHA;7;23;4;97;97;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;13530;3
2019;61;BUTIATUVINHA;7;6;5;93;93;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2020;61;BUTIATUVINHA;7;13;5;199;1;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2021;61;BUTIATUVINHA;7;35;2;221;221;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2022;61;BUTIATUVINHA;7;16;2;204;204;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2012;16;CABRAL;4;114;11;4;327956;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;12253080;9
